Epoch,Learn rate,Avg Train loss,Train Accuracy,Avg Eval loss,Eval accuracy
1,8.45513203992108e-05,4.178428872065111,0.07626828317307244,4.1821900324875045,0.07566293580143639
2,0.0001691026407984216,3.8273644703478853,0.09663327826448709,3.825236012426655,0.0946058009782534
3,0.0002536539611976324,3.5311925494966427,0.11087511307444455,3.5595404699947055,0.11018410592936398
4,0.0003382052815968432,3.328824077755952,0.13659450285567726,3.336007388790002,0.13770997306604063
5,0.000422756601996054,3.188282197664592,0.16574049597867757,3.199916121665012,0.16551835885208643
6,0.0005073079223952648,3.0939285710823436,0.1852790776116789,3.107267047582048,0.18626466745071196
7,0.0005918592427944756,2.968773200984829,0.2087784421222269,2.9915778154737493,0.20645901560783386
8,0.0006764105631936864,2.8696448413793707,0.22480845562190063,2.9102662815136857,0.2206333607770084
9,0.0006696086943054427,2.7404693177908905,0.24968456307595427,2.7868925667880626,0.24739292364441948
10,0.0006352465845169856,2.6215528601949867,0.2723436335271055,2.679547674200508,0.26453425609663633
11,0.0006056838532829841,2.550827672166273,0.28445951692944715,2.621796152564917,0.27590121596716766
12,0.0005798981398634417,2.479802774988915,0.29782062270178283,2.5705146387721713,0.28388767413208993
13,0.0005571481111880228,2.4359630861065606,0.30629113365795985,2.5093375002400258,0.29343622152724963
14,0.0005368813537062887,2.37232793806013,0.32026020351273954,2.4692751182599015,0.30208651369877076
15,0.0005186766643041345,2.3393485139716756,0.3273637943154524,2.444305031487111,0.30857713805155806
16,0.000502206520729082,2.313287044852233,0.3321892096360853,2.4243096528428323,0.3116578831431571
17,0.0004872118896094,2.2653521452068297,0.3433629632735055,2.3833408208375566,0.32031464308835145
18,0.00047348484848484844,2.2443785440823265,0.3472418801104727,2.3833916910578696,0.3187903438726168
19,0.0004608563100305753,2.222548422488299,0.3527059901105471,2.351018860099021,0.3255021207118302
20,0.00044918716763755383,2.199763412810554,0.35824089645107915,2.3551014326931385,0.32555821102656674
21,0.0004383617896650338,2.1797927893882942,0.36151610441074883,2.3370642019121832,0.32762681098466506
22,0.000428283159911596,2.1570949007656948,0.3679706142091554,2.340029453963376,0.3273655189557022
23,0.0004188691936218668,2.134794313552951,0.3728853464126587,2.3106742842813555,0.3339036445269424
24,0.0004100499070949047,2.1260976724880787,0.3742841455685206,2.3145454385307396,0.33271968063343776
25,0.0004017652165832656,2.105499876185882,0.37914699217504705,2.3137250348423306,0.3330095869101835
26,0.00039396320754632745,2.083871612864092,0.3845436356284402,2.307081314954865,0.3344146773386537
27,0.0003865987599089611,2.0811902314178217,0.3851649713171415,2.306023943290282,0.33450677890456126
28,0.00037963244589833006,2.060113384211359,0.390099328165212,2.2992822266696544,0.33729114056972975
29,0.0003730296388060299,2.0502895274438147,0.39376030326628486,2.3049873421701155,0.3365088426664974
30,0.000366759786572672,2.0451917204975096,0.3939600657086727,2.3113557917348455,0.3353178675255079
31,0.00036079581534145024,2.0256877048941684,0.3989655259719565,2.309147741017717,0.33523163785425464
32,0.0003551136363636364,2.0144990689990934,0.40233236785269966,2.298144061913651,0.33717011769166155
33,0.0003496917357367407,1.9959438317570806,0.4049381100195498,2.303951925106263,0.3377908414669251
34,0.00034451083101751844,1.993349629246499,0.4077897774409657,2.301879309536366,0.33827608154061134
35,0.0003395535821972709,1.9833430273473756,0.40878328052926655,2.2941636248920743,0.3390898781546046
36,0.00033480434715272135,1.9727545589947504,0.4125279635806714,2.32343754875526,0.33476562580365815
37,0.00033024897370403206,1.9637418921328773,0.414371513630733,2.3019964828919828,0.33878455570574556
38,0.00032587462197522976,1.954468257909964,0.41666716608134186,2.2903926854722956,0.33925443184509707
39,0.00032166961197289647,1.9522760451332597,0.41809616010051126,2.282192502128944,0.34193798062506686
40,0.0003176232922584928,1.9340297537894289,0.422042747482288,2.290438295750136,0.34057147851151026
41,0.0003137259263489958,1.9239404580809853,0.4244546876712279,2.3016988949829273,0.3396471236528975
42,0.0003099685940852164,1.917960391556921,0.4257875541148107,2.3074042073796304,0.33842612250467363
43,0.0003063431056915864,1.912217976140582,0.4276173338294029,2.2959729875071666,0.34071635731150596
44,0.00030284192664149204,1.9036547012072949,0.42924609312341233,2.3146569688668412,0.33887961071528744
45,0.0002994581117583692,1.883281304570269,0.43444905269983386,2.2993783348062067,0.3395952401536234
46,0.000296185247240163,1.8837863307846479,0.4340513671232649,2.314138420512167,0.33919250529803585
47,0.00029301739950533904,1.8819907957857305,0.4340358439309538,2.3067341333024958,0.33949582931700717
48,0.00028994906993172085,1.8654694722211065,0.438929601826451,2.3062770433640214,0.3398203893323963
49,0.0002869751547023326,1.8742314473656583,0.4372925768829574,2.292950541785594,0.34153232715103066
50,0.0002840909090909091,1.865281307500256,0.4394551556218754,2.3262798049476707,0.3367895031912943
51,0.0002812919156183734,1.851085450038437,0.44346359821636816,2.319137179449703,0.3368163125568561
52,0.0002785740555940114,1.8444639966507588,0.44482540185293873,2.3103510235132796,0.3415741671002313
53,0.00027593348362422277,1.8524856567382812,0.44404197145592084,2.304155506444781,0.34034445446528744
54,0.0002733666047299364,1.8341466890386313,0.44825041792855774,2.305521059572027,0.34161244851819583
55,0.00027087005376295236,1.8336774704377514,0.4480252676019984,2.284765662771932,0.34611911552675656
56,0.00026844067685314433,1.8248269668787964,0.45116213647540937,2.3069919361157365,0.3423793302493149
57,0.0002660755146538903,1.823677227516805,0.45109190360819995,2.3189629878890647,0.3396746780765191
58,0.0002637717871833123,1.8166694045066833,0.4526862768102283,2.3165109505814114,0.3389245439111517
59,0.00026152688008475094,1.8078256808529216,0.4550803351131352,2.310930864194806,0.3404615775922711
60,0.00025933833215206726,1.8006842700410481,0.45683885568922217,2.326460800813825,0.3389141673452399
61,0.00025720382398442763,1.7976061369269347,0.4573076118615048,2.3266278786605663,0.33951533845301424
62,0.0002551211676516689,1.7912959269255646,0.4595890654143223,2.339996892414736,0.33607702811112566
63,0.0002530882972655534,1.790749651341399,0.46005448920667663,2.3340222433711704,0.3366536953476038
64,0.000251103260364541,1.7838634222992196,0.46189048455273807,2.3256773841515015,0.33972924311509295
65,0.000249164210030406,1.799736455944944,0.46075979004467815,2.331822164942709,0.3398878728405813
66,0.0002472693976643435,1.7669850127263502,0.46539731613121743,2.336284535654475,0.33867041214128557
67,0.00024541716635834095,1.7592108872803776,0.4675171826003997,2.3488434633512174,0.33693086766125113
68,0.0002436059448047,1.7548358583253276,0.46905062298390493,2.3507665556468322,0.3372375047608708
69,0.00024183424169282628,1.7492000258658542,0.4704792720596652,2.32904363750072,0.34086255076226224
70,0.000240100640547874,1.741196584603018,0.4723063699962679,2.3497441966881913,0.33760579683807457
71,0.0002384037949706503,1.7413712471477256,0.47296123440600624,2.3530268481608188,0.3378725755080748
72,0.00023674242424242422,1.7386611995618206,0.47378508894404103,2.3315729398405955,0.3414942823099286
73,0.00023511530926203632,1.7326916373711971,0.475256763029197,2.35547813940584,0.33572071623266414
74,0.00023352128878601888,1.7249623625731665,0.4770671755444905,2.3578869666946067,0.33682012457526134
75,0.0002319592559453767,1.7249421558596871,0.4780256355350668,2.3586751999480002,0.3371050009566746
76,0.00023042815501528766,1.7251249136757258,0.4778126577331015,2.3649025874191456,0.3358514414409573
